plant_id,general_plant_id,threatened_plant_id,common_name,scientific_name,other_name,if_threatened,if_edible,if_indoors,if_medicinal,if_poisonous,if_fruits,if_flowers,sun_expose,watering,plant_cycle,growth_rate
3055,,3055,Sharp Mountain Tussock-grass,Poa labillardierei var. acris,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Grass or Grasslike,
3056,,3056,Pencil Cedar,Polyscias murrayi,,True,False,False,False,False,False,False,"[""Part Shade""]",,Large Shrub more than 3 metres to Small Tree less than 10 metres,
3057,,3057,Sparkling Mint-bush,Prostanthera rhombea,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Medium Shrub 1 to 3 metres,
3058,,3058,Dune Fan-flower,Scaevola calendulacea,,True,False,False,False,False,False,False,"[""Full Sun""]",,Small Shrub less than 1 metre,
3059,,3059,Sprawling Cassia,Senna aciphylla,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Medium Shrub 1 to 3 metres,
3060,,3060,Cut-Leaf Burr-Daisy,Calotis anthemoides,,True,False,False,False,False,False,False,"[""Full Sun""]",,Herbaceous Perennial,
3061,,3061,Pale Swamp Everlasting,Coronidium gunnianum,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Herbaceous Perennial,
3062,,3062,Arching Flax-lily,Dianella longifolia var. grandis,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Grass or Grasslike,
3063,,3063,Austral Crane's-bill,Geranium solanderi var. solanderi,,True,False,False,False,False,False,False,"[""Full Sun""]",,Herbaceous Perennial,
3064,,3064,Southern Swainson-pea,Swainsona behriana,,True,False,False,False,False,False,False,"[""Full Sun""]",,Small Shrub less than 1 metre,
3065,,3065,Southern Xanthosia,Xanthosia tasmanica,,True,False,False,False,False,False,False,"[""Part Shade""]",,Herbaceous Perennial,
3066,,3066,Plump Swamp Wallaby-grass,Amphibromus pithogastrus,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Grass or Grasslike,
3067,,3067,White Star-bush,Asterolasia asteriscophora subsp. albiflora,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Medium Shrub 1 to 3 metres,
3068,,3068,Yarra Gum,Eucalyptus yarraensis,,True,False,False,False,False,False,False,"[""Full Sun""]",,Medium Tree 10 to 20 metres,
3069,,3069,White Sunray,Leucochrysum albicans subsp. tricolor,,True,False,False,False,False,False,False,"[""Full Sun""]",,Once a year,
3070,,3070,Rough Wattle,Acacia aspera subsp. parviceps,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Medium Shrub 1 to 3 metres,
3071,,3071,Snowy River Wattle,Acacia boormanii subsp. gibba (East Gippsland),,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Large Shrub above 3 metres,
3072,,3072,Jumping-Jack Wattle,Acacia enterocarpa,,True,False,False,False,False,False,False,"[""Full Sun""]",,Medium Shrub 1 to 3 metres,
3073,,3073,Hairy-pod Wattle,Acacia glandulicarpa,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Medium Shrub 1 to 3 metres,
3074,,3074,Weeping Myall,Acacia pendula,,True,False,False,False,False,False,False,"[""Full Sun""]",,Small Tree less than 10 metres,
3075,,3075,Yellow-wood,Acronychia oblongifolia,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Medium Tree 10 to 20 metres,
3076,,3076,Trailing Commersonia,Androcalva tatei,,True,False,False,False,False,False,False,"[""Full Sun""]",,Prostrate,
3077,,3077,Downy Star-Bush,Asterolasia phebalioides,,True,False,False,False,False,False,False,"[""Part Shade, Shade""]",,Small Shrub less than 1 metre,
3078,,3078,Grampians Bauera,Bauera sessiliflora,,True,False,False,False,False,False,False,"[""Part Shade""]",,Medium Shrub 1 to 3 metres,
3079,,3079,Snowy River Daisy,Brachyscome riparia,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Herbaceous Perennial,
3080,,3080,Elegant Cassinia,Cassinia venusta,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Medium Shrub 1 to 3 metres,
3081,,3081,Velvet White Correa,Correa alba var. pannosa,,True,False,False,False,False,False,False,"[""Part Shade""]",,Small Shrub less than 1 metre,
3082,,3082,Genoa River Correa,Correa lawrenceana var. genoensis,,True,False,False,False,False,False,False,"[""Part Shade, Shade""]",,Medium Shrub 1 to 3 metres,
3083,,3083,Grampians Mountain-correa,Correa lawrenceana var. grampiana,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade, Shade""]",,Medium Shrub 1 to 3 metres,
3084,,3084,Mountain Cryptandra,Cryptandra speciosa subsp. speciosa,,True,False,False,False,False,False,False,"[""Part Shade""]",,Small Shrub less than 1 metre,
3085,,3085,Licola Dampiera,Dampiera galbraithiana,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Herbaceous Perennial,
3086,,3086,Small Darwinia,Darwinia micropetala,,True,False,False,False,False,False,False,"[""Full Sun""]",,Small Shrub less than 1 metre,
3087,,3087,Hairy Hop-bush,Dodonaea boroniifolia,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Medium Shrub 1 to 3 metres,
3088,,3088,Spotted Emu-bush,Eremophila maculata subsp. maculata,,True,False,False,False,False,False,False,"[""Full Sun""]",,Medium Shrub 1 to 3 metres,
3089,,3089,Buxton Gum,Eucalyptus crenulata,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Medium Tree 10 to 20 metres,
3090,,3090,Buffalo Sally,Eucalyptus mitchelliana,,True,False,False,False,False,False,False,"[""Full Sun""]",,Medium Tree 10 to 20 metres,
3091,,3091,Wilga,Geijera parviflora,,True,False,False,False,False,False,False,"[""Full Sun""]",,Small Tree less than 10 metres,
3092,,3092,Enfield Grevillea,Grevillea bedggoodiana,,True,False,False,False,False,False,False,"[""Full Sun""]",,Prostrate,
3093,,3093,Buchan River Grevillea,Grevillea pachylostyla,,True,False,False,False,False,False,False,"[""Full Sun""]",,Small Shrub less than 1 metre,
3094,,3094,Creeping Grevillea,Grevillea repens,,True,False,False,False,False,False,False,"[""Full Sun""]",,Prostrate,
3095,,3095,Trailing Guinea-flower,Hibbertia dentata,,True,False,False,False,False,False,False,"[""Part Shade""]",,Climber,
3096,,3096,Rough Hovea,Hovea asperifolia subsp. spinosissima,,True,False,False,False,False,False,False,"[""Full Sun""]",,Medium Shrub 1 to 3 metres,
3097,,3097,Rosemary Hovea,Hovea rosmarinifolia,,True,False,False,False,False,False,False,"[""Part Shade""]",,Medium Shrub 1 to 3 metres,
3098,,3098,Button Tea-tree,Leptospermum micromyrtus,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Medium Shrub 1 to 3 metres,
3099,,3099,Shiny Tea-tree,Leptospermum turbinatum,,True,False,False,False,False,False,False,"[""Full Sun""]",,Medium Shrub 1 to 3 metres,
3100,,3100,Twisting Scale-rush,Lepyrodia flexuosa,,True,False,False,False,False,False,False,"[""Part Shade""]",,Grass or Grasslike,
3101,,3101,Veined Beard-heath,Leucopogon neurophyllus,,True,False,False,False,False,False,False,"[""Part Shade""]",,Medium Shrub 1 to 3 metres,
3102,,3102,Pearl Bluebush,Maireana sedifolia,,True,False,False,False,False,False,False,"[""Full Sun""]",,Small Shrub less than 1 metre,
3103,,3103,Red Microcybe,Microcybe multiflora subsp. multiflora,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Small Shrub less than 1 metre,
3104,,3104,Heathy Mirbelia,Mirbelia rubiifolia,,True,False,False,False,False,False,False,"[""Full Sun""]",,Small Shrub less than 1 metre,
3105,,3105,Leafy Nematolepis,Nematolepis frondosa,,True,False,False,False,False,False,False,"[""Part Shade""]",,Large Shrub above 3 metres,
3106,,3106,Shiny Nematolepis,Nematolepis wilsonii,,True,False,False,False,False,False,False,"[""Part Shade""]",,Large Shrub above 3 metres,
3107,,3107,Rusty Daisy-bush,Olearia brevipedunculata,,True,False,False,False,False,False,False,"[""Full Sun""]",,Small Shrub less than 1 metre,
3108,,3108,Toothed Daisy-bush,Olearia tomentosa,,True,False,False,False,False,False,False,"[""Full Sun""]",,Medium Shrub 1 to 3 metres,
3109,,3109,Spicy Everlasting,Ozothamnus argophyllus,,True,False,False,False,False,False,False,"[""Part Shade""]",,Medium Shrub 1 to 3 metres,
3110,,3110,Alpine Stork's-bill,Pelargonium helmsii,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Herbaceous Perennial,
3111,,3111,Mountain Geebung,Persoonia asperula,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Small Shrub less than 1 metre,
3112,,3112,Wax-Flower,Philotheca myoporoides subsp. euroensis,,True,False,False,False,False,False,False,"[""Full Sun""]",,Small Shrub less than 1 metre,
3113,,3113,Fringed Rice-flower,Pimelea ligustrina subsp. ciliata,,True,False,False,False,False,False,False,"[""Part Shade""]",,Medium Shrub 1 to 3 metres,
3114,,3114,Grampians Rice-flower,Pimelea pagophila,,True,False,False,False,False,False,False,"[""Part Shade""]",,Medium Shrub 1 to 3 metres,
3115,,3115,Grey Rice-flower,Pimelea treyvaudii,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Small Shrub less than 1 metre,
3116,,3116,Concave Pomaderris,Pomaderris subplicata,,True,False,False,False,False,False,False,"[""Part Shade""]",,Medium Shrub 1 to 3 metres,
3117,,3117,Spiked Mint-bush,Prostanthera phylicifolia,,True,False,False,False,False,False,False,"[""Part Shade""]",,Medium Shrub 1 to 3 metres,
3118,,3118,Blotchy Mint-bush,Prostanthera walteri,,True,False,False,False,False,False,False,"[""Part Shade""]",,Small Shrub less than 1 metre,
3119,,3119,Silver Tails,Ptilotus obovatus,,True,False,False,False,False,False,False,"[""Full Sun""]",,Herbaceous Perennial,
3120,,3120,Scented Bush-pea,Pultenaea graveolens,,True,False,False,False,False,False,False,"[""Part Shade""]",,Medium Shrub 1 to 3 metres,
3121,,3121,Fern-leaf Baeckea,Sannantha crenulata,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Medium Shrub 1 to 3 metres,
3122,,3122,Leafless Pink-bells,Tetratheca subaphylla,,True,False,False,False,False,False,False,"[""Full Sun""]",,Small Shrub less than 1 metre,
3123,,3123,Grampians Thryptomene,Thryptomene calycina,,True,False,False,False,False,False,False,"[""Full Sun""]",,Medium Shrub 1 to 3 metres,
3124,,3124,Snowy River Westringia,Westringia cremnophila,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Small Shrub less than 1 metre,
3125,,3125,Alpine Westringia,Westringia senifolia,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Small Shrub less than 1 metre,
3126,,3126,Snow Daphne,Kelleria bogongensis,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Small Shrub less than 1 metre,
3127,,3127,Forked Spyridium,Spyridium furculentum,,True,False,False,False,False,False,False,"[""Full Sun""]",,Small Shrub less than 1 metre,
3128,,3128,Tall Twig-sedge,Cladium procerum,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Grass or Grasslike,
3129,,3129,Matted Flax-lily,Dianella amoena,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Grass or Grasslike,
3130,,3130,Melbourne Yellow Gum,Eucalyptus leucoxylon subsp. connata,,True,False,False,False,False,False,False,"[""Full Sun""]",,Medium Tree 10 to 20 metres,
3131,,3131,Australian Hollyhock,Malva preissiana,,True,False,False,False,False,False,False,"[""Full Sun""]",,Small Shrub less than 1 metre,
3132,,3132,Spiny Rice-flower,Pimelea spinescens subsp. spinescens,,True,False,False,False,False,False,False,"[""Full Sun""]",,Small Shrub less than 1 metre,
3133,,3133,Coast Fescue,Poa billardierei,,True,False,False,False,False,False,False,"[""Full Sun""]",,Grass or Grasslike,
3134,,3134,Basalt Podolepis,Podolepis linearifolia,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Herbaceous Perennial,
3135,,3135,Button Wrinklewort,Rutidosis leptorhynchoides,,True,False,False,False,False,False,False,"[""Full Sun""]",,Herbaceous Perennial,
3136,,3136,Large-headed Groundsel,Senecio macrocarpus,,True,False,False,False,False,False,False,"[""Full Sun""]",,Herbaceous Perennial,
3137,,3137,Dandenong Wattle,Acacia stictophylla,,True,False,False,False,False,False,False,"[""Part Shade, Shade""]",,Large Shrub above 3 metres,
3138,,3138,Pinkwood,Beyeria lanceolata,,True,False,False,False,False,False,False,"[""Part Shade""]",,Large Shrub above 3 metres,
3139,,3139,Grey Billy-buttons,Craspedia canens,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Herbaceous Perennial,
3140,,3140,Anglesea Grevillea,Grevillea infecunda,,True,False,False,False,False,False,False,"[""Part Shade""]",,Small Shrub less than 1 metre,
3141,,3141,Adamson's Blown Grass,Lachnagrostis adamsonii,,True,False,False,False,False,False,False,"[""Full Sun""]",,Grass or Grasslike,
3142,,3142,Yam Daisy,Microseris scapigera.,,True,False,False,False,False,False,False,"[""Full Sun""]",,Herbaceous Perennial,
3143,,3143,Rough Daisy-Bush,Olearia asterotricha subsp. lobata,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Small Shrub less than 1 metre,
3144,,3144,Famine Flat-pea,Platylobium infecundum,,True,False,False,False,False,False,False,"[""Part Shade""]",,Small Shrub less than 1 metre,
3145,,3145,Round-leaf Pomaderris,Pomaderris vacciniifolia,,True,False,False,False,False,False,False,"[""Part Shade""]",,Medium Shrub 1 to 3 metres,
3146,,3146,Fragrant Saltbush,Rhagodia parabolica,,True,False,False,False,False,False,False,"[""Full Sun""]",,Medium Shrub 1 to 3 metres,
3147,,3147,Limestone Blue Wattle,Acacia caerulescens,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Small Tree less than 10 metres,
3148,,3148,Native Quince,Alectryon subcinereus,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade, Shade""]",,Large Shrub above 3 metres,
3149,,3149,Gum Vine,Aphanopetalum resinosum,,True,False,False,False,False,False,False,"[""Part Shade""]",,Climber,
3150,,3150,Grampians Star-hair,Astrotricha sp. 1 subsp. 1,,True,False,False,False,False,False,False,"[""Full Sun""]",,Small Shrub less than 1 metre,
3151,,3151,Alpine Spear-grass,Austrostipa nivicola,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Grass or Grasslike,
3152,,3152,Swamp Baeckea,Baeckea linifolia,,True,False,False,False,False,False,False,"[""Part Shade""]",,Medium Shrub 1 to 3 metres,
3153,,3153,Rock Banksia,Banksia saxicola,,True,False,False,False,False,False,False,"[""Part Shade""]",,Large Shrub more than 3 metres to Medium Tree 10 to 20 metres,
3154,,3154,Grampians Bertya,Bertya grampiana,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Medium Shrub 1 to 3 metres,
3155,,3155,Aniseed Boronia,Boronia galbraithiae,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Medium Shrub 1 to 3 metres,
3156,,3156,Boggy Creek Bottlebrush,Callistemon nyallingensis,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Medium Shrub 1 to 3 metres,
3157,,3157,Dwarf Bottlebrush,Callistemon subulatus,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Medium Shrub 1 to 3 metres,
3158,,3158,Yellow Garland-lily,Calostemma luteum,,True,False,False,False,False,False,False,"[""Full Sun""]",,Once a year,
3159,,3159,Garland Lily,Calostemma purpureum,,True,False,False,False,False,False,False,"[""Full Sun""]",,Once a year,
3160,,3160,Mountain Cassinia,Cassinia monticola,,True,False,False,False,False,False,False,"[""Full Sun""]",,Herbaceous Perennial,
3161,,3161,Dwarf Kerrawang,Commersonia prostrata,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Prostrate,
3162,,3162,Spotted Gum,Corymbia maculata,,True,False,False,False,False,False,False,"[""Full Sun""]",,Large Tree above 20 metres,
3163,,3163,Goldfield Boronia,Cyanothamnus anemonifolius subsp. aurifodinus,,True,False,False,False,False,False,False,"[""Full Sun""]",,Medium Shrub 1 to 3 metres,
3164,,3164,Grampians Bitter-pea,Daviesia laevis,,True,False,False,False,False,False,False,"[""Full Sun, Part Shade""]",,Medium Shrub 1 to 3 metres,
3165,,3165,Thorny Bitter-pea,Daviesia pectinata,,True,False,False,False,False,False,False,"[""Part Shade""]",,Small Shrub less than 1 metre to Medium Shrub 1 to 3 metres,
3166,,3166,Broad-leaf Hop-bush,Dodonaea rhombifolia,,True,False,False,False,False,False,False,"[""Part Shade""]",,Medium Shrub 1 to 3 metres,
3167,,3167,Bignonia Emu-bush,Eremophila bignoniiflora,,True,False,False,False,False,False,False,"[""Full Sun""]",,Large Shrub above 3 metres,
3168,,3168,Coccid Emu-bush,Eremophila gibbifolia,,True,False,False,False,False,False,False,"[""Full Sun""]",,Small Shrub less than 1 metre,
